title,date,creators,source,subjects,source_url,trove_url
Dutton's illegal detention of Australians,2017-07-05,"Mckim, Nick",AUSTRALIAN GREENS,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/5376961%22,"http://trove.nla.gov.au/version/249272305
"
Government detention of pregnant refugees on bus is illegal,2014-12-01,"Hanson-Young, Sarah",AUSTRALIAN GREENS,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/3541669%22,"http://trove.nla.gov.au/version/211415900
"
"Government's $24,000 immigration travel farce.",2004-05-20,"Smith, Stephen; Australian Labor Party",SHADOW MINISTER FOR IMMIGRATION,Deportation; Government expenditure; Refugees,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/MDKC6%22,"http://trove.nla.gov.au/version/211266546
"
Kids need to know that Australia does say yes to refugees.,2004-04-21,"Vanstone, Amanda; Liberal Party of Australia",MINISTER FOR IMMIGRATION AND MULTICULTURAL AND INDIGENOUS AFFAIRS,Refugee policy; Government advertising; Children,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/S1AC6%22,"http://trove.nla.gov.au/version/211558554
"
"Stop the boats, stop the deaths and stop the illegal trade.",2010-07-05,"Cobb, John; National Party of Australia","Office of COBB, JOHN, MP",,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/F88X6%22,"http://trove.nla.gov.au/version/211341117
"
ALP sells out genuine refugees: temporary refugee visas lack compassion.,1999-11-22,"Bartlett, Andrew; Australian Democrats","Office of BARTLETT, SEN ANDREW",,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/GSI06%22,"http://trove.nla.gov.au/version/211478794
"
Transcript of joint press conference: Parliament House: 9 April 2010: suspension on processing of all new applications from asylum seekers from Sri Lanka and Afghanistan.,2010-04-09,"Evans, Chris; O'Connor, Brendan; Smith, Stephen; Australian Labor Party",MINISTER FOR IMMIGRATION AND CITIZENSHIP,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/0U1X6%22,"http://trove.nla.gov.au/version/211336809
"
Greens announce policy for Refugee Health Panel,2013-08-06,"Hanson-Young, Sarah",AUSTRALIAN GREENS,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2645427%22,"http://trove.nla.gov.au/version/211398295
"
Greens announce policy for Refugee Health Panel,2013-08-06,"Di Natale, Richard",AUSTRALIAN GREENS,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2645429%22,"http://trove.nla.gov.au/version/211398301
"
Small changes on detention wont fix the problem.,2005-03-21,"Bartlett, Andrew; Australian Democrats","Office of BARTLETT, SEN ANDREW",Immigration detention centres; Refugee policy; Australian Democrats; Refugees; Attitudes; Christmas Island; Nauru,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/6DJF6%22,"http://trove.nla.gov.au/version/211277021
"
Record start to year for illegal arrivals continues,2013-02-11,"Keenan, Michael","SHADOW MINISTER FOR JUSTICE, CUSTOMS AND BORDER CONTROL",,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2723290%22,"http://trove.nla.gov.au/version/211390385
"
Almost 600 illegal arrivals in June as Labor fails national security test on convicted terrorist,2013-06-07,"Keenan, Michael","SHADOW MINISTER FOR JUSTICE, CUSTOMS AND BORDER CONTROL",,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2719375%22,"http://trove.nla.gov.au/version/211395544
"
Almost 600 illegal arrivals in June as Labor fails national security test on convicted terrorist,2013-06-07,"Keenan, Michael","SHADOW MINISTER FOR JUSTICE, CUSTOMS AND BORDER PROTECTION",,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2513335%22,"http://trove.nla.gov.au/version/211395561
"
"Annual national conference marks the 10th anniversary of Australian Greens:\nGreens address the likely war on Iraq, the Cunningham by-election, greenhouse and Labor's policy failure on asylum seekers.",2002-09-15,"Brown, Bob; Australian Greens",AUSTRALIAN GREENS,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/1EE76%22,"http://trove.nla.gov.au/version/211247651
"
Transcript of doorstop interview: legislation banning terrorist organisation; border protection.,2003-11-06,"Ruddock, Philip; Liberal Party of Australia",ATTORNEY-GENERAL,Criminal Code Amendment (Hamas and Lashkar-e-Tayyiba) Bill 2003; Coastal surveillance; Terrorist groups; Refugee boat movements; Melville Island; Counter terrorist measures; Bills; Legislative amendments; Travel advisories; Senate; Polarisation (Politics),http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/GKTA6%22,"http://trove.nla.gov.au/version/211261027
"
"Over 2,000 illegal arrivals in just 19 days",2013-06-19,"Keenan, Michael","SHADOW MINISTER FOR JUSTICE, CUSTOMS AND BORDER CONTROL",,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2719355%22,"http://trove.nla.gov.au/version/211396002
"
Asylum decisions handed down on Nauru.,2002-05-30,"Ruddock, Philip; Liberal Party of Australia",MINISTER FOR IMMIGRATION AND MULTICULTURAL AND INDIGENOUS AFFAIRS,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/PZP66%22,"http://trove.nla.gov.au/version/211239115
"
A statement regarding Labor's asylum ad campaign,2013-08-09,"Wilkie, Andrew","Office of WILKIE, ANDREW, MP",,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2651987%22,"http://trove.nla.gov.au/version/211398476
"
"Pressures on the international protection system: address to UNSW Law Society Speakers Forum, Faculty of Law, University of New South Wales.",2002-09-03,"Ruddock, Philip; Liberal Party of Australia",MINISTER FOR IMMIGRATION AND MULTICULTURAL AND INDIGENOUS AFFAIRS,People smuggling; Judicial review; Cases (Law); Legislative amendments; Immigration policy; Senate Legal and Constitutional Affairs Legislation Committee; Privative clauses; Refugees,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/5ED76%22,"http://trove.nla.gov.au/version/211247235
"
"Almost 2,700 illegal arrivals since PNG election 'fix'",2013-08-19,"Morrison, Scott",SHADOW MINISTER FOR IMMIGRATION AND CITIZENSHIP,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2674225%22,"http://trove.nla.gov.au/version/211399096
"
"Almost 2,700 illegal arrivals since PNG election 'fix'",2013-08-19,"Keenan, Michael","SHADOW MINISTER FOR JUSTICE, CUSTOMS AND BORDER PROTECTION",,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2674227%22,"http://trove.nla.gov.au/version/211399131
"
Minister Vanstone drowning under weight of illegal arrivals.,1999-05-20,"Kerr, Duncan; Australian Labor Party",SHADOW MINISTER FOR JUSTICE AND CUSTOMS,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/21906%22,"http://trove.nla.gov.au/version/211475680
"
"More than 10,000 illegal arrivals so far this financial year",2012-11-19,"Keenan, Michael","SHADOW MINISTER FOR JUSTICE, CUSTOMS AND BORDER CONTROL",,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2731237%22,"http://trove.nla.gov.au/version/211385461
"
"Over 2,000 illegal arrivals in just 19 days",2013-06-10,"Morrinson, Scott",SHADOW MINISTER FOR IMMIGRATION AND CITIZENSHIP,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2533871%22,"http://trove.nla.gov.au/version/211395588
"
"Illegal arrivals surge to 25,000 this financial year",2013-06-25,"Keenan, Michael","SHADOW MINISTER FOR JUSTICE, CUSTOMS AND BORDER CONTROL",,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2719347%22,"http://trove.nla.gov.au/version/211396285
"
Further action to deny permanent visas to illegal arrivals,2013-12-20,"Morrison, Scott",MINISTER FOR IMMIGRATION AND BORDER PROTECTION,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2912542%22,"http://trove.nla.gov.au/version/211402956
"
Over 340 illegal arrivals in just 24 hours,2013-05-03,"Morrison, Scott",SHADOW MINISTER FOR IMMIGRATION AND CITIZENSHIP,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2422895%22,"http://trove.nla.gov.au/version/211435544
"
Over 340 illegal arrivals in just 24 hours,2013-05-03,"Keenan, Michael","SHADOW MINISTER FOR JUSTICE, CUSTOMS AND BORDER CONTROL",,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2719449%22,"http://trove.nla.gov.au/version/211435605
"
Supporting refugees on World Refugee Day,2011-06-20,"Bowen, Chris",MINISTER FOR IMMIGRATION AND CITIZENSHIP,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2548218%22,"http://trove.nla.gov.au/version/211356073
"
Legal limbo continues for latest boat arrivals and High Court plaintiffs: Greens,2011-06-24,"Hanson-Young, Sarah",AUSTRALIAN GREENS,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/875572%22,"http://trove.nla.gov.au/version/211356424
"
War Crimes MOU and asylum agreement signed.,2007-04-17,"Andrews, Kevin; Liberal Party of Australia",MINISTER FOR IMMIGRATION AND CITIZENSHIP,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/NRTM6%22,"http://trove.nla.gov.au/version/211304185
"
Immigration culture club will do repeat performances.,2005-07-17,"Bartlett, Andrew; Australian Democrats","Office of BARTLETT, SEN ANDREW","Immigration detention centres; Immigration policy; Immigration and Multicultural and Indigenous Affairs portfolio; Senate Legal and Constitutional Affairs References Committee; Migration Act 1958; ALVAREZ, Vivian; RAU, Cornelia",http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/PPOG6%22,"http://trove.nla.gov.au/version/211280680
"
Transcript of joint doorstop interview: Nauru: 12 June 2011: visit to Nauru; Labor's Malaysian people swap; Julia Gillard's carbon tax,2011-06-12,"Morrison, Scott",SHADOW MINISTER FOR IMMIGRATION AND CITIZENSHIP,visit to Nauru; Labor's Malaysian people swap; Julia Gillard's carbon tax,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/844454%22,"http://trove.nla.gov.au/version/211355744
"
Transcript of joint doorstop interview: Nauru: 12 June 2011: visit to Nauru; Labor's Malaysian people swap; Julia Gillard's carbon tax,2011-06-12,"Abbott, Tony",LEADER OF THE OPPOSITION,visit to Nauru; Labor's Malaysian people swap; Julia Gillard's carbon tax,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/844453%22,"http://trove.nla.gov.au/version/211355757
"
"Immigration, border protection and population fundamentals: address to the Menzies Research Centre, Melbourne.",2010-05-04,"Abbott, Tony; Liberal Party of Australia",LEADER OF THE OPPOSITION,Immigration controls; Immigration,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/NOTW6%22,"http://trove.nla.gov.au/version/211338022
"
Boat under Customs radar coverage.,2000-11-03,"Vanstone, Amanda; Liberal Party of Australia",MINISTER FOR JUSTICE AND CUSTOMS,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/ECS26%22,"http://trove.nla.gov.au/version/211504244
"
Democrats: government's refugee policies put innocent lives at risk.,2001-10-07,"Bartlett, Andrew; Australian Democrats","Office of BARTLETT, SEN ANDREW",,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/E6356%22,"http://trove.nla.gov.au/version/211229769
"
Another boat arrives as house full sign goes up on Christmas Island.,2010-03-22,"Morrison, Scott; Liberal Party of Australia",SHADOW MINISTER FOR IMMIGRATION AND CITIZENSHIP,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/30YW6%22,"http://trove.nla.gov.au/version/211336098
"
Another boat arrives as house full sign goes up at Christmas Island.,2010-03-22,"Keenan, Michael; Liberal Party of Australia",SHADOW MINISTER FOR JUSTICE AND CUSTOMS,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/85XW6%22,"http://trove.nla.gov.au/version/211336120
"
"Transcript of joint press conference with Sri Lankan Foreign Minister: Colombo, Sri Lanka: 9 November 2009: 9 November 2009: people smuggling; bilateral relationship.",2009-11-09,"Smith, Stephen; Australian Labor Party",MINISTER FOR FOREIGN AFFAIRS,9 November 2009: people smuggling; bilateral relationship.,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/36FV6%22,"http://trove.nla.gov.au/version/211330989
"
40th smuggler boat reaches Australian waters.,2009-10-09,"Stone, Dr Sharman",SHADOW MINISTER FOR IMMIGRATION AND CITIZENSHIP,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/7TWU6%22,"http://trove.nla.gov.au/version/211329991
"
"Budget 2017: Transcript of doorstop interview: Parliament House, Canberra: 22 May 2017: Budget legislation; schools; NDIS; bank levy; James Ashby; asylum seekers",2017-05-22,"Turnbull, Malcolm",PRIME MINISTER,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/5291196%22,"http://trove.nla.gov.au/version/246693862
"
Deadline for illegal maritime arrivals to claim protection,2017-05-21,"Dutton, Peter",MINISTER FOR IMMIGRATION AND BORDER PROTECTION,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/5291116%22,"http://trove.nla.gov.au/version/246693882
"
Vietnamese boat no. 41 sighted,1978-05-14,"Mackellar, Michael",Minister for Immigration and Ethnic Affairs,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/HPR08003591%22,"http://trove.nla.gov.au/version/213723518
"
Vietnamese boat heading for Darwin,1978-06-18,"Mackellar, Michael",Minister for Immigration and Ethnic Affairs,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/HPR08003571%22,"http://trove.nla.gov.au/version/213723968
"
Transcript of joint doorstop interview: Rockhampton: 26 July 2011: live cattle export industry; Julia Gillard's carbon tax; Labor's Malaysian people swap,2011-07-26,"Abbott, Tony",LEADER OF THE OPPOSITION,live cattle export industry; Julia Gillard's carbon tax; Labor's Malaysian people swap,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/954654%22,"http://trove.nla.gov.au/version/211358072
"
Transcript of joint doorstop interview: Rockhampton: 26 July 2011: live cattle export industry; Julia Gillard's carbon tax; Labor's Malaysian people swap,2011-07-26,"O'Dowd, Ken","Office of O'DOWD, KEN, MP",live cattle export industry; Julia Gillard's carbon tax; Labor's Malaysian people swap,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/954655%22,"http://trove.nla.gov.au/version/211358078
"
Minister urges support for refugee volunteer groups.,2002-03-24,"Ruddock, Philip; Liberal Party of Australia",MINISTER FOR IMMIGRATION AND MULTICULTURAL AND INDIGENOUS AFFAIRS,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/LI766%22,"http://trove.nla.gov.au/version/211235392
"
Transcript of press conference: Perth: 24 January 2010: visit to Africa; London for Conference on Afghanistan; Haiti; people smuggling.,2010-01-24,"Smith, Stephen; Australian Labor Party",MINISTER FOR FOREIGN AFFAIRS,visit to Africa; London for Conference on Afghanistan; Haiti; people smuggling.,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/36RV6%22,"http://trove.nla.gov.au/version/211333421
"
Decision making to proceed on East Timorese asylum claims.,2002-03-25,"Ruddock, Philip; Liberal Party of Australia",MINISTER FOR IMMIGRATION AND MULTICULTURAL AND INDIGENOUS AFFAIRS,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/JU666%22,"http://trove.nla.gov.au/version/211235415
"
"Stop the games - asylum talks must produce a result, says Oakeshott",2012-01-24,"Oakeshott, Rob","Office of OAKESHOTT, ROB, MP",,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/1368063%22,"http://trove.nla.gov.au/version/211368579
"
Minister reports on refugee situation in Darwin,1977-12-02,"Mackellar, Michael",Minister for Immigration and Ethnic Affairs,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/HPR08003060%22,"http://trove.nla.gov.au/version/213721839
"
Government must act on refugee determination,1992-01-20,"Ruddock, Philip",Shadow Minister for Immigration and Ethnic Affairs,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/HPR02006831%22,"http://trove.nla.gov.au/version/214122858
"
Failure of cruel asylum policy on display,2013-04-09,"Hanson-Young, Sarah",AUSTRALIAN GREENS,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2365819%22,"http://trove.nla.gov.au/version/211393069
"
Deaths of Afghans denied asylum yet another reason for Royal Commission.,2008-10-27,"Hanson-Young, Sarah; Australian Greens",AUSTRALIAN GREENS,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/74YR6%22,"http://trove.nla.gov.au/version/211319863
"
A new home for refugees in time for Christmas.,2004-11-30,"Vanstone, Amanda; Liberal Party of Australia",MINISTER FOR IMMIGRATION AND MULTICULTURAL AND INDIGENOUS AFFAIRS,Refugee and Humanitarian Program; Sudan; Government expenditure; UN High Commissioner for Refugees; Refugees,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/8WKE6%22,"http://trove.nla.gov.au/version/211273237
"
